1.04811e+02	1.18309e+01	2.28455e-01	1	2
8.76074e+01	1.41541e+01	7.58887e-02	1	4
8.64900e+01	1.43369e+01	6.99155e-02	1	5
8.23555e+01	1.50567e+01	1.32520e-01	1	7
8.04672e+01	1.54100e+01	1.50952e-01	1	9
3.76823e+01	3.29067e+01	1.47493e-03	1	15
3.70720e+01	3.34484e+01	3.86565e-03	1	17
2.44956e+01	5.06214e+01	2.78757e-04	1	23
8.28605e+02	1.49649e+00	5.48427e-01	2	3
4.23999e+02	2.92453e+00	6.66615e-03	2	6
3.73367e+02	3.32113e+00	6.93304e-05	2	8
3.41762e+02	3.62826e+00	1.78173e-04	2	10
6.80265e+01	1.82282e+01	4.23746e-04	2	12
6.62138e+01	1.87272e+01	7.82328e-01	2	13
6.14453e+01	2.01805e+01	9.29548e-04	2	14
5.84710e+01	2.12071e+01	1.24751e-04	2	16
5.66105e+01	2.19041e+01	2.41821e-03	2	18
5.56959e+01	2.22638e+01	3.33585e-04	2	20
2.05019e+01	6.04823e+01	5.25939e-05	2	24
1.49995e+03	8.26692e-01	4.23305e-01	3	4
1.22826e+03	1.00955e+00	3.03861e-01	3	5
7.17051e+02	1.72931e+00	2.84424e-03	3	7
5.95397e+02	2.08264e+00	1.34400e-03	3	9
5.81049e+02	2.13407e+00	3.96099e-07	3	11
6.33321e+01	1.95793e+01	4.90564e-01	3	15
6.16270e+01	2.01211e+01	1.61231e-04	3	17
6.04159e+01	2.05244e+01	1.33934e-04	3	19
5.95256e+01	2.08314e+01	4.54790e-04	3	21
3.32493e+01	3.72941e+01	1.26218e-02	3	23
2.06202e+03	6.01351e-01	2.75468e-01	4	6
1.24255e+03	9.97950e-01	8.37089e-01	4	8
9.50136e+02	1.30508e+00	1.48885e-01	4	10
7.79629e+01	1.59050e+01	3.13716e-02	4	12
7.55911e+01	1.64040e+01	1.29646e-04	4	13
6.94392e+01	1.78574e+01	2.38067e-01	4	14
6.56643e+01	1.88839e+01	3.29481e-02	4	16
6.33271e+01	1.95809e+01	2.16031e-03	4	18
6.21848e+01	1.99406e+01	1.83677e-03	4	20
6.19780e+01	2.00071e+01	3.38145e-05	4	22
2.13208e+01	5.81591e+01	6.03055e-04	4	24
2.96305e+03	4.18488e-01	6.67196e-01	5	6
1.52131e+03	8.15086e-01	7.43456e-02	5	8
1.10496e+03	1.12221e+00	1.34938e-02	5	10
7.88697e+01	1.57221e+01	3.09322e-03	5	12
7.64433e+01	1.62212e+01	3.24013e-04	5	13
7.01576e+01	1.76745e+01	1.43597e-02	5	14
6.63064e+01	1.87011e+01	7.01731e-01	5	16
6.39241e+01	1.93980e+01	7.23765e-04	5	18
6.27603e+01	1.97577e+01	1.80503e-04	5	20
6.25496e+01	1.98243e+01	2.76390e-06	5	22
2.13881e+01	5.79762e+01	5.16643e-05	5	24
4.11599e+03	3.01264e-01	6.34862e-01	6	7
1.89429e+03	6.54600e-01	1.13421e-02	6	9
1.75630e+03	7.06028e-01	1.17172e-06	6	11
6.83147e+01	1.81513e+01	3.38299e-04	6	15
6.63349e+01	1.86930e+01	4.96299e-01	6	17
6.49339e+01	1.90964e+01	5.04484e-05	6	19
6.39065e+01	1.94033e+01	3.02604e-04	6	21
3.45731e+01	3.58660e+01	9.19342e-03	6	23
1.30068e+04	9.53350e-02	3.64570e-01	7	8
3.08104e+03	4.02461e-01	5.02909e-01	7	10
8.26535e+01	1.50024e+01	3.01090e-04	7	12
7.99927e+01	1.55014e+01	3.08806e-03	7	13
7.31359e+01	1.69547e+01	8.15226e-04	7	14
6.89605e+01	1.79813e+01	3.40160e-04	7	16
6.63874e+01	1.86783e+01	6.30534e-01	7	18
6.51330e+01	1.90380e+01	5.39278e-03	7	20
6.49062e+01	1.91045e+01	1.11648e-06	7	22
2.16569e+01	5.72565e+01	6.47716e-06	7	24
4.80618e+03	2.58001e-01	3.87395e-02	8	9
4.00738e+03	3.09429e-01	1.35469e+00	8	11
6.98407e+01	1.77547e+01	6.22406e-04	8	15
6.77728e+01	1.82964e+01	9.22996e-05	8	17
6.63110e+01	1.86998e+01	8.04121e-01	8	19
6.52400e+01	1.90067e+01	5.10432e-04	8	21
3.49597e+01	3.54694e+01	2.08907e-02	8	23
2.52419e+04	4.91247e-02	7.13516e-01	9	10
8.46471e+01	1.46491e+01	2.80448e-04	9	12
8.18585e+01	1.51481e+01	4.52644e-04	9	13
7.46925e+01	1.66014e+01	3.80274e-04	9	14
7.03427e+01	1.76280e+01	2.49221e-04	9	16
6.76674e+01	1.83249e+01	2.72199e-03	9	18
6.63647e+01	1.86846e+01	6.16574e-01	9	20
6.61292e+01	1.87512e+01	5.17781e-07	9	22
2.17914e+01	5.69032e+01	8.12086e-06	9	24
5.38399e+05	2.30312e-03	2.22381e-02	10	11
7.10701e+01	1.74476e+01	1.08457e-03	10	15
6.89299e+01	1.79893e+01	4.19848e-04	10	17
6.74183e+01	1.83926e+01	3.87624e-04	10	19
6.63115e+01	1.86996e+01	8.08009e-01	10	21
3.52650e+01	3.51623e+01	2.95140e-03	10	23
8.49453e+01	1.45976e+01	8.56667e-06	11	12
7.49245e+01	1.65500e+01	3.40004e-06	11	14
6.78579e+01	1.82735e+01	9.32902e-07	11	18
6.65479e+01	1.86332e+01	5.53583e-07	11	20
6.63111e+01	1.86997e+01	1.00324e+00	11	22
2.18111e+01	5.68517e+01	2.53910e-08	11	24
4.35450e+02	2.84763e+00	1.30730e+00	12	15
3.65850e+02	3.38936e+00	1.53223e+00	12	17
3.26944e+02	3.79270e+00	3.90353e+00	12	19
3.02462e+02	4.09969e+00	6.09991e-01	12	21
6.03043e+01	2.05624e+01	1.36195e-01	12	23
5.27976e+02	2.34859e+00	8.85903e-01	13	15
4.29017e+02	2.89033e+00	1.20075e-02	13	17
6.18043e+01	2.00633e+01	8.43342e-04	13	23
1.38506e+03	8.95267e-01	4.95698e-04	14	15
8.62906e+02	1.43700e+00	1.92365e-03	14	17
6.73787e+02	1.84034e+00	5.72064e-03	14	19
5.77461e+02	2.14733e+00	9.98549e-04	14	21
6.66308e+01	1.86100e+01	1.11122e-01	14	23
9.44416e+03	1.31298e-01	4.94227e-01	15	16
1.49715e+03	8.28239e-01	1.16815e-03	15	18
1.04381e+03	1.18795e+00	2.83452e-03	15	20
3.14669e+01	3.94065e+01	4.30500e-04	15	24
3.02116e+03	4.10439e-01	1.16512e+00	16	17
7.05209e+01	1.75834e+01	6.87252e-06	16	23
4.32805e+03	2.86503e-01	1.29591e+00	17	18
1.91887e+03	6.46214e-01	1.06625e-02	17	20
3.19055e+01	3.88647e+01	2.73028e-04	17	24
1.06131e+04	1.16837e-01	8.18527e-01	18	19
2.92574e+03	4.23824e-01	1.06203e+00	18	21
7.34315e+01	1.68865e+01	5.99164e-04	18	23
5.10552e+03	2.42874e-01	1.06594e-01	19	20
4.00763e+03	3.09410e-01	3.33911e+00	19	22
3.22401e+01	3.84614e+01	1.63047e-05	19	24
1.93407e+04	6.41136e-02	1.57693e+00	20	21
7.50297e+01	1.65268e+01	2.83805e-04	20	23
5.11903e+05	2.42233e-03	4.21862e-02	21	22
3.24995e+01	3.81544e+01	2.02275e-04	21	24
7.53330e+01	1.64603e+01	1.98306e-06	22	23
5.71646e+01	2.16917e+01	2.78761e-01	23	24
