1 1.5 2 -1.392402 3 0 2 0.0 0 0.0 0 3 1 5 0.5 1 0.5 1 0 0 0 0.0 0 0.0 0 
2 0.5 2 -1.228663 3 0 2 0.0 0 0.0 0 3 1 5 0.5 1 0.5 1 0 0 0 0.0 0 0.0 0 
3 0.5 2 13.490222 3 0 1 0.5 0 0.5 0 3 1 6 0.0 0 0.5 0 0 0 0 0.0 0 0.0 0 
4 3.5 3 15.953764 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 2 
5 2.5 3 15.970857 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 2 
6 1.5 3 15.987936 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 2 
7 0.5 3 16.000441 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 2 
8 2.5 3 16.411925 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 4 0 1 0.5 0 1.5 1 
9 1.5 3 16.505615 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 4 0 1 0.5 0 1.5 1 
10 0.5 3 16.562040 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 4 0 1 0.5 0 1.5 1 
11 1.5 3 16.866350 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 4 0 1 0.5 0 0.5 1 
12 0.5 3 16.966004 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 4 0 1 0.5 0 0.5 1 
13 4.5 3 17.028024 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 3 
14 3.5 3 17.088668 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 3 
15 2.5 3 17.133757 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 3 
16 1.5 3 17.164351 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 3 
17 0.5 3 17.352976 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 0.5 1 
18 0.5 3 17.412991 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 1 
19 1.5 3 17.413448 3 0 2 0.0 0 0.0 0 3 1 4 1.0 1 1.0 1 3 2 1 0.5 2 1.5 1 
