0	1	0	2	1.1949e+01	1.0000e-21	1.9695e+01	9.8006e-18	3.2461e+01	1.1732e-17	5.3504e+01	1.1151e-17	8.8186e+01	9.9670e-18	1.4535e+02	8.2760e-18	2.3957e+02	6.2985e-18	3.9486e+02	4.6041e-18	6.5082e+02	3.2930e-18	
0	1	0	3	1.3461e+01	1.0000e-21	2.1858e+01	5.2424e-18	3.5495e+01	5.0493e-18	5.7639e+01	2.4296e-18	9.3597e+01	1.5018e-18	1.5199e+02	9.6864e-19	2.4681e+02	6.2163e-19	4.0078e+02	3.9531e-19	6.5082e+02	2.5031e-19	
0	1	0	4	1.4296e+01	1.0000e-21	2.3040e+01	3.0437e-18	3.7134e+01	2.1424e-18	5.9848e+01	1.5922e-18	9.6456e+01	1.3952e-18	1.5546e+02	1.1838e-18	2.5055e+02	9.2051e-19	4.0381e+02	6.8100e-19	6.5082e+02	4.9364e-19	
0	1	0	5	1.4480e+01	1.0000e-21	2.3300e+01	2.3932e-18	3.7493e+01	2.5628e-18	6.0330e+01	2.4630e-18	9.7077e+01	2.1682e-18	1.5621e+02	1.8045e-18	2.5136e+02	1.4027e-18	4.0446e+02	1.0470e-18	6.5082e+02	7.6907e-19	
0	1	0	6	1.4903e+01	1.0000e-21	2.3894e+01	2.1843e-18	3.8311e+01	2.0229e-18	6.1425e+01	1.0007e-18	9.8484e+01	6.3729e-19	1.5790e+02	4.2344e-19	2.5317e+02	2.8689e-19	4.0592e+02	1.9281e-19	6.5082e+02	1.2918e-19	
0	1	0	7	1.5207e+01	1.0000e-21	2.4321e+01	2.1584e-18	3.8896e+01	1.6945e-18	6.2206e+01	1.3885e-18	9.9484e+01	1.2181e-18	1.5910e+02	1.0358e-18	2.5445e+02	8.3228e-19	4.0694e+02	6.4522e-19	6.5082e+02	4.9382e-19	
0	1	0	8	1.5304e+01	1.0000e-21	2.4455e+01	1.7548e-20	3.9080e+01	1.3436e-20	6.2451e+01	1.4048e-20	9.9799e+01	1.0538e-20	1.5948e+02	7.4956e-21	2.5485e+02	5.1327e-21	4.0726e+02	3.5900e-21	6.5082e+02	2.5333e-21	
0	1	0	9	1.5564e+01	1.0000e-21	2.4819e+01	2.4747e-18	3.9578e+01	2.5837e-18	6.3114e+01	2.4562e-18	1.0064e+02	2.2045e-18	1.6049e+02	1.8746e-18	2.5593e+02	1.4861e-18	4.0812e+02	1.1218e-18	6.5082e+02	8.3235e-19	
0	1	0	10	1.5614e+01	1.0000e-21	2.4889e+01	1.3410e-20	3.9673e+01	9.4181e-21	6.3240e+01	9.2314e-21	1.0081e+02	7.3024e-21	1.6069e+02	5.6382e-21	2.5614e+02	4.3142e-21	4.0829e+02	3.2510e-21	6.5082e+02	2.4393e-21	
0	1	0	11	1.5616e+01	1.0000e-21	2.4892e+01	2.6659e-22	3.9677e+01	2.6474e-22	6.3245e+01	5.5591e-22	1.0081e+02	1.0291e-21	1.6069e+02	1.5739e-21	2.5615e+02	1.7176e-21	4.0829e+02	1.4346e-21	6.5082e+02	1.0818e-21	
