 0.0000e+0	7.3872e-20
 1.3600e-3	6.3401e-20
 2.7200e-3	5.8297e-20
 4.0800e-3	5.5034e-20
 6.8000e-3	4.8352e-20
 9.5200e-3	4.4142e-20
 1.2250e-2	4.0406e-20
 1.4970e-2	3.6986e-20
 1.7690e-2	3.4359e-20
 2.0410e-2	3.2304e-20
 2.3130e-2	3.0234e-20
 2.7210e-2	2.7330e-20
 5.4420e-2	1.4537e-20
 8.1630e-2	8.1583e-21
 1.0885e-1	4.6257e-21
 1.3606e-1	2.6212e-21
 1.6327e-1	1.5220e-21
 1.9048e-1	9.9301e-22
 2.1769e-1	8.3816e-22
 2.4490e-1	9.3388e-22
 2.7211e-1	1.2000e-21
 2.9933e-1	1.5824e-21
 3.2654e-1	2.0441e-21
 3.5375e-1	2.5592e-21
 3.8096e-1	3.1093e-21
 4.0817e-1	3.6811e-21
 4.3538e-1	4.2653e-21
 4.6259e-1	4.8550e-21
 4.8981e-1	5.4454e-21
 5.1702e-1	6.0329e-21
 5.4423e-1	6.6151e-21
 6.1226e-1	8.0383e-21
 6.8028e-1	9.4069e-21
 7.4831e-1	1.0719e-20
 8.1634e-1	1.1980e-20
 8.8437e-1	1.3194e-20
 9.5240e-1	1.4368e-20
 1.0204e+0	1.5509e-20
 1.0885e+0	1.6623e-20
 1.1565e+0	1.7715e-20
 1.2245e+0	1.8790e-20
 1.2925e+0	1.9852e-20
 1.3606e+0	2.0904e-20
 1.4286e+0	2.1949e-20
 1.4966e+0	2.2990e-20
 1.5647e+0	2.4029e-20
 1.6327e+0	2.5067e-20
 1.7007e+0	2.6105e-20
 1.7687e+0	2.7146e-20
 1.8368e+0	2.8189e-20
 1.9048e+0	2.9236e-20
 2.0408e+0	3.1342e-20
 2.1769e+0	3.2879e-20
 2.3130e+0	3.4719e-20
 2.4490e+0	3.6590e-20
 2.5851e+0	3.8500e-20
 2.7211e+0	4.0446e-20
 2.8572e+0	4.2434e-20
 2.9933e+0	4.4459e-20
 3.1293e+0	4.6525e-20
 3.2654e+0	4.8623e-20
 3.4014e+0	5.0760e-20
 3.5375e+0	5.2932e-20
 3.6735e+0	5.5141e-20
 3.8096e+0	5.7386e-20
 3.9457e+0	5.9667e-20
 4.0817e+0	6.1984e-20
 4.2178e+0	6.4333e-20
 4.3538e+0	6.6716e-20
 4.4899e+0	6.9129e-20
 4.6259e+0	7.1571e-20
 4.7620e+0	7.4036e-20
 4.8981e+0	7.6527e-20
 5.0341e+0	7.9039e-20
 5.1702e+0	8.1572e-20
 5.3062e+0	8.4121e-20
 5.4423e+0	8.6686e-20
 5.5783e+0	8.9266e-20
 5.7144e+0	9.1858e-20
 5.8505e+0	9.4459e-20
 5.9865e+0	9.7064e-20
 6.1226e+0	9.9674e-20
 6.2586e+0	1.0228e-19
 6.3947e+0	1.0489e-19
 6.5307e+0	1.0749e-19
 6.6668e+0	1.1007e-19
 6.8028e+0	1.1264e-19
 6.9389e+0	1.1519e-19
 7.0750e+0	1.1772e-19
 7.2110e+0	1.2023e-19
 7.3471e+0	1.2270e-19
 7.4831e+0	1.2513e-19
 7.6192e+0	1.2753e-19
 7.7552e+0	1.2989e-19
 7.8913e+0	1.3220e-19
 8.0274e+0	1.3445e-19
 8.1634e+0	1.3666e-19
 8.2995e+0	1.3880e-19
 8.4355e+0	1.4088e-19
 8.5716e+0	1.4288e-19
 8.7076e+0	1.4482e-19
 8.8437e+0	1.4668e-19
 8.9798e+0	1.4846e-19
 9.1158e+0	1.5016e-19
 9.2519e+0	1.5178e-19
 9.3879e+0	1.5330e-19
 9.5240e+0	1.5474e-19
 9.6600e+0	1.5608e-19
 9.7961e+0	1.5733e-19
 9.9322e+0	1.5848e-19
 1.0068e+1	1.5953e-19
 1.0204e+1	1.6048e-19
 1.0340e+1	1.6134e-19
 1.0476e+1	1.6210e-19
 1.0612e+1	1.6275e-19
 1.0748e+1	1.6331e-19
 1.0885e+1	1.6378e-19
 1.1510e+1	1.6429e-19
 1.1524e+1	1.6432e-19
 1.1538e+1	1.6434e-19
 1.1551e+1	1.6435e-19
 1.1565e+1	1.6436e-19
 1.1579e+1	1.6437e-19
 1.1592e+1	1.6437e-19
 1.1606e+1	1.6437e-19
 1.1619e+1	1.6437e-19
 1.1633e+1	1.6437e-19
 1.1646e+1	1.6437e-19
 1.1660e+1	1.6436e-19
 1.1674e+1	1.6435e-19
 1.1687e+1	1.6434e-19
 1.1701e+1	1.6433e-19
 1.1714e+1	1.6432e-19
 1.1728e+1	1.6430e-19
 1.1742e+1	1.6429e-19
 1.1755e+1	1.6427e-19
 1.1769e+1	1.6425e-19
 1.1783e+1	1.6423e-19
 1.1796e+1	1.6421e-19
 1.1810e+1	1.6419e-19
 1.1823e+1	1.6416e-19
 1.1837e+1	1.6413e-19
 1.1851e+1	1.6406e-19
 1.1864e+1	1.6394e-19
 1.1878e+1	1.6384e-19
 1.1891e+1	1.6373e-19
 1.1905e+1	1.6252e-19
 1.1919e+1	1.6360e-19
 1.1932e+1	1.6359e-19
 1.1946e+1	1.6361e-19
 1.1959e+1	1.6365e-19
 1.1973e+1	1.6370e-19
 1.1987e+1	1.6376e-19
 1.2000e+1	1.6381e-19
 1.2014e+1	1.6384e-19
 1.2027e+1	1.6375e-19
 1.2041e+1	1.6366e-19
 1.2055e+1	1.6359e-19
 1.2068e+1	1.6353e-19
 1.2082e+1	1.6347e-19
 1.2095e+1	1.6342e-19
 1.2109e+1	1.6336e-19
 1.2123e+1	1.6332e-19
 1.2136e+1	1.6326e-19
 1.2150e+1	1.6321e-19
 1.2164e+1	1.6316e-19
 1.2177e+1	1.6310e-19
 1.2191e+1	1.6305e-19
 1.2204e+1	1.6299e-19
 1.2218e+1	1.6293e-19
 1.2232e+1	1.6287e-19
 1.2245e+1	1.6281e-19
 1.2259e+1	1.6275e-19
 1.2272e+1	1.6269e-19
 1.2286e+1	1.6262e-19
 1.2300e+1	1.6256e-19
 1.2313e+1	1.6249e-19
 1.2327e+1	1.6243e-19
 1.2340e+1	1.6236e-19
 1.2354e+1	1.6229e-19
 1.2368e+1	1.6221e-19
 1.2381e+1	1.6214e-19
 1.2395e+1	1.6207e-19
 1.2408e+1	1.6200e-19
 1.2422e+1	1.6192e-19
 1.2436e+1	1.6184e-19
 1.2449e+1	1.6177e-19
 1.2463e+1	1.6169e-19
 1.2476e+1	1.6161e-19
 1.2490e+1	1.6153e-19
 1.2504e+1	1.6145e-19
 1.2517e+1	1.6137e-19
 1.2531e+1	1.6129e-19
 1.2544e+1	1.6121e-19
 1.2558e+1	1.6113e-19
 1.2572e+1	1.6105e-19
 1.2585e+1	1.6097e-19
 1.2599e+1	1.6089e-19
 1.2613e+1	1.6081e-19
 1.2626e+1	1.6073e-19
 1.2640e+1	1.6065e-19
 1.2653e+1	1.6057e-19
 1.2667e+1	1.6048e-19
 1.2681e+1	1.6040e-19
 1.2694e+1	1.6032e-19
 1.2708e+1	1.6024e-19
 1.2721e+1	1.6016e-19
 1.2735e+1	1.6008e-19
 1.2748e+1	1.6000e-19
 1.2762e+1	1.5993e-19
 1.2776e+1	1.5985e-19
 1.2789e+1	1.5977e-19
 1.2803e+1	1.5969e-19
 1.2817e+1	1.5962e-19
 1.2830e+1	1.5954e-19
 1.2844e+1	1.5947e-19
 1.2857e+1	1.5939e-19
 1.2871e+1	1.5932e-19
 1.2885e+1	1.5925e-19
 1.2898e+1	1.5918e-19
 1.2912e+1	1.5912e-19
 1.2925e+1	1.5906e-19
 1.2939e+1	1.5900e-19
 1.2953e+1	1.5894e-19
 1.2966e+1	1.5890e-19
 1.2980e+1	1.5886e-19
 1.2993e+1	1.5881e-19
 1.3007e+1	1.5876e-19
 1.3021e+1	1.5869e-19
 1.3034e+1	1.5861e-19
 1.3048e+1	1.5851e-19
 1.3062e+1	1.5840e-19
 1.3075e+1	1.5827e-19
 1.3089e+1	1.5810e-19
 1.3102e+1	1.5783e-19
 1.3116e+1	1.5739e-19
 1.3130e+1	1.5675e-19
 1.3143e+1	1.5634e-19
 1.3157e+1	1.5643e-19
 1.3170e+1	1.5668e-19
 1.3184e+1	1.5686e-19
 1.3197e+1	1.5691e-19
 1.3211e+1	1.5687e-19
 1.3225e+1	1.5685e-19
 1.3238e+1	1.5676e-19
 1.3252e+1	1.5671e-19
 1.3266e+1	1.5670e-19
 1.3279e+1	1.5666e-19
 1.3293e+1	1.5660e-19
 1.3306e+1	1.5659e-19
 1.3320e+1	1.5653e-19
 1.3334e+1	1.5640e-19
 1.3347e+1	1.5623e-19
 1.3361e+1	1.5608e-19
 1.3374e+1	1.5593e-19
 1.3388e+1	1.5580e-19
 1.3402e+1	1.5563e-19
 1.3415e+1	1.5545e-19
 1.3429e+1	1.5548e-19
 1.3442e+1	1.5539e-19
 1.3456e+1	1.5528e-19
 1.3470e+1	1.5515e-19
 1.3483e+1	1.5502e-19
 1.3497e+1	1.5490e-19
 1.3511e+1	1.5478e-19
 1.3524e+1	1.5466e-19
 1.3538e+1	1.5454e-19
 1.3551e+1	1.5442e-19
 1.3565e+1	1.5430e-19
 1.3579e+1	1.5418e-19
 1.3592e+1	1.5407e-19
 1.3606e+1	1.5395e-19
 1.3619e+1	1.5383e-19
 1.3633e+1	1.5371e-19
 1.3646e+1	1.5360e-19
 1.3660e+1	1.5348e-19
 1.3674e+1	1.5336e-19
 1.3687e+1	1.5324e-19
 1.3701e+1	1.5312e-19
 1.3714e+1	1.5300e-19
 1.3728e+1	1.5288e-19
 1.3742e+1	1.5276e-19
 1.3755e+1	1.5264e-19
 1.3769e+1	1.5252e-19
 1.3783e+1	1.5240e-19
 1.3796e+1	1.5228e-19
 1.3810e+1	1.5215e-19
 1.3823e+1	1.5203e-19
 1.3837e+1	1.5191e-19
 1.3851e+1	1.5179e-19
 1.3864e+1	1.5168e-19
 1.3878e+1	1.5157e-19
 1.3891e+1	1.5148e-19
 1.3905e+1	1.5144e-19
 1.3919e+1	1.5124e-19
 1.3932e+1	1.5106e-19
 1.3946e+1	1.5093e-19
 1.3959e+1	1.5080e-19
 1.3973e+1	1.5068e-19
 1.3987e+1	1.5056e-19
 1.4000e+1	1.5045e-19
 1.4014e+1	1.5037e-19
 1.4027e+1	1.5025e-19
 1.4041e+1	1.5010e-19
 1.4055e+1	1.4994e-19
 1.4068e+1	1.4973e-19
 1.4082e+1	1.4948e-19
 1.4095e+1	1.4933e-19
 1.4109e+1	1.4933e-19
 1.4123e+1	1.4926e-19
 1.4136e+1	1.4916e-19
 1.4150e+1	1.4906e-19
 1.4164e+1	1.4894e-19
 1.4177e+1	1.4881e-19
 1.4191e+1	1.4866e-19
 1.4204e+1	1.4851e-19
 1.4218e+1	1.4840e-19
 1.4232e+1	1.4825e-19
 1.4245e+1	1.4812e-19
 1.4259e+1	1.4799e-19
 1.4272e+1	1.4800e-19
 1.4286e+1	1.4773e-19
 1.4300e+1	1.4759e-19
 1.4313e+1	1.4744e-19
 1.4327e+1	1.4731e-19
 1.4340e+1	1.4717e-19
 1.4354e+1	1.4703e-19
 1.4368e+1	1.4689e-19
 1.4381e+1	1.4676e-19
 1.4395e+1	1.4662e-19
 1.4408e+1	1.4655e-19
 1.4422e+1	1.4633e-19
 1.4436e+1	1.4619e-19
 1.4449e+1	1.4608e-19
 1.4463e+1	1.4595e-19
 1.4476e+1	1.4581e-19
 1.4490e+1	1.4567e-19
 1.4504e+1	1.4552e-19
 1.4517e+1	1.4527e-19
 1.4531e+1	1.4511e-19
 1.4544e+1	1.4499e-19
 1.4558e+1	1.4486e-19
 1.4572e+1	1.4473e-19
 1.4585e+1	1.4455e-19
 1.4599e+1	1.4445e-19
 1.4613e+1	1.4432e-19
 1.4626e+1	1.4423e-19
 1.4640e+1	1.4409e-19
 1.4653e+1	1.4391e-19
 1.4667e+1	1.4377e-19
 1.4681e+1	1.4364e-19
 1.4694e+1	1.4354e-19
 1.4708e+1	1.4340e-19
 1.4721e+1	1.4326e-19
 1.4735e+1	1.4312e-19
 1.4749e+1	1.4298e-19
 1.4762e+1	1.4283e-19
 1.4776e+1	1.4269e-19
 1.4789e+1	1.4255e-19
 1.4803e+1	1.4242e-19
 1.4817e+1	1.4229e-19
 1.4830e+1	1.4214e-19
 1.4844e+1	1.4203e-19
 1.4857e+1	1.4189e-19
 1.4871e+1	1.4174e-19
 1.4885e+1	1.4156e-19
 1.4898e+1	1.4134e-19
 1.4912e+1	1.4113e-19
 1.4925e+1	1.4094e-19
 1.4939e+1	1.4089e-19
 1.4953e+1	1.4076e-19
 1.4966e+1	1.4077e-19
