1  2.5  2  0.00000e+00  3  0  2  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0   # 3s2 3p5 
2  0.5  2  1.48826e+01  3  0  1  0.0  0  0.0  0  3  1  6  0.0  0  0.0  0   # 3s1 3p6 
3  14.5  3  1.88107e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  4  0  1  0.0  0  0.0  0   # 3s2 3p4 4s1 
4  74.5  3  1.96382e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  3  2  1  0.0  0  0.0  0   # 3s2 3p4 3d1 
5  44.5  3  2.15321e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  4  1  1  0.0  0  0.0  0   # 3s2 3p4 4p1 
6  14.5  3  2.46024e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  5  0  1  0.0  0  0.0  0   # 3s2 3p4 5s1 
7  74.5  3  2.51950e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  4  2  1  0.0  0  0.0  0   # 3s2 3p4 4d1 
8  44.5  3  2.55391e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  5  1  1  0.0  0  0.0  0   # 3s2 3p4 5p1 
9  104.5  3  2.61676e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  4  3  1  0.0  0  0.0  0   # 3s2 3p4 4f1 
10  74.5  3  2.70168e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  5  2  1  0.0  0  0.0  0   # 3s2 3p4 5d1 
11  104.5  3  2.74178e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  5  3  1  0.0  0  0.0  0   # 3s2 3p4 5f1 
12  134.5  3  2.74528e+01  3  0  2  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  5  4  1  0.0  0  0.0  0   # 3s2 3p4 5g1 
13  59.5  3  3.59539e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  3  2  1  0.0  0  0.0  0   # 3s1 3p5 3d1 
14  11.5  3  3.72152e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  4  0  1  0.0  0  0.0  0   # 3s1 3p5 4s1 
15  35.5  3  3.98220e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  4  1  1  0.0  0  0.0  0   # 3s1 3p5 4p1 
16  449.5  3  4.11663e+01  3  0  2  0.0  0  0.0  0  3  1  3  0.0  0  0.0  0  3  2  2  0.0  0  0.0  0   # 3s2 3p3 3d2 
17  11.5  3  4.29140e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  5  0  1  0.0  0  0.0  0   # 3s1 3p5 5s1 
18  59.5  3  4.33340e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  4  2  1  0.0  0  0.0  0   # 3s1 3p5 4d1 
19  35.5  3  4.38210e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  5  1  1  0.0  0  0.0  0   # 3s1 3p5 5p1 
20  83.5  3  4.44638e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  4  3  1  0.0  0  0.0  0   # 3s1 3p5 4f1 
21  59.5  3  4.52034e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  5  2  1  0.0  0  0.0  0   # 3s1 3p5 5d1 
22  83.5  3  4.57135e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  5  3  1  0.0  0  0.0  0   # 3s1 3p5 5f1 
23  107.5  3  4.57507e+01  3  0  1  0.0  0  0.0  0  3  1  5  0.0  0  0.0  0  5  4  1  0.0  0  0.0  0   # 3s1 3p5 5g1 
24  4.5  2  5.23089e+01  3  1  6  0.0  0  0.0  0  3  2  1  0.0  0  0.0  0   # 3p6 3d1 
25  674.5  3  5.78425e+01  3  0  1  0.0  0  0.0  0  3  1  4  0.0  0  0.0  0  3  2  2  0.0  0  0.0  0   # 3s1 3p4 3d2 
26  0.5  2  5.97930e+01  3  1  6  0.0  0  0.0  0  4  0  1  0.0  0  0.0  0   # 3p6 4s1 
27  2.5  2  6.22429e+01  3  1  6  0.0  0  0.0  0  4  1  1  0.0  0  0.0  0   # 3p6 4p1 
28  0.5  2  6.53575e+01  3  1  6  0.0  0  0.0  0  5  0  1  0.0  0  0.0  0   # 3p6 5s1 
29  4.5  2  6.56859e+01  3  1  6  0.0  0  0.0  0  4  2  1  0.0  0  0.0  0   # 3p6 4d1 
30  2.5  2  6.62339e+01  3  1  6  0.0  0  0.0  0  5  1  1  0.0  0  0.0  0   # 3p6 5p1 
31  6.5  2  6.68863e+01  3  1  6  0.0  0  0.0  0  4  3  1  0.0  0  0.0  0   # 3p6 4f1 
32  4.5  2  6.75788e+01  3  1  6  0.0  0  0.0  0  5  2  1  0.0  0  0.0  0   # 3p6 5d1 
33  6.5  2  6.81341e+01  3  1  6  0.0  0  0.0  0  5  3  1  0.0  0  0.0  0   # 3p6 5f1 
34  8.5  2  6.81734e+01  3  1  6  0.0  0  0.0  0  5  4  1  0.0  0  0.0  0   # 3p6 5g1 
35  134.5  2  7.83303e+01  3  1  5  0.0  0  0.0  0  3  2  2  0.0  0  0.0  0   # 3p5 3d2 
