0	1	1	1	1.4668e+01	1.4814e+01	2.5310e-17	1.8641e+01	2.9816e-17	2.3456e+01	1.2147e-17	2.9514e+01	3.6762e-18	3.7138e+01	9.1079e-19	4.6730e+01	3.0437e-19	5.8801e+01	3.2775e-19	7.3989e+01	4.3310e-19	9.3100e+01	4.6672e-19	1.1715e+02	4.2191e-19	1.4741e+02	3.3492e-19	1.8548e+02	2.4077e-19	2.3339e+02	1.6028e-19	2.9368e+02	1.0051e-19	3.6953e+02	6.0236e-20	4.6499e+02	3.4907e-20	5.8509e+02	1.9719e-20	7.3622e+02	1.0881e-20	9.2638e+02	5.8764e-21	1.1657e+03	3.0974e-21	1.4668e+03	1.6003e-21	
0	1	1	2	2.9550e+01	2.9846e+01	1.8239e-20	3.7555e+01	8.7485e-20	4.7255e+01	1.4735e-19	5.9461e+01	1.7856e-19	7.4820e+01	1.8355e-19	9.4146e+01	1.6734e-19	1.1846e+02	1.3857e-19	1.4906e+02	1.0786e-19	1.8757e+02	8.0269e-20	2.3601e+02	5.7002e-20	2.9698e+02	3.9362e-20	3.7368e+02	2.6547e-20	4.7021e+02	1.7602e-20	5.9166e+02	1.1532e-20	7.4449e+02	7.4903e-21	9.3679e+02	4.8023e-21	1.1788e+03	3.0428e-21	1.4832e+03	1.8988e-21	1.8663e+03	1.1633e-21	2.3484e+03	6.9870e-22	2.9550e+03	4.1136e-22	
0	1	1	3	3.3478e+01	3.3813e+01	1.0000e-26	4.2547e+01	1.5494e-20	5.3537e+01	4.5861e-20	6.7365e+01	5.9299e-20	8.4766e+01	5.9698e-20	1.0666e+02	5.2141e-20	1.3421e+02	4.1325e-20	1.6888e+02	3.0856e-20	2.1250e+02	2.2030e-20	2.6739e+02	1.5157e-20	3.3645e+02	1.0181e-20	4.2336e+02	6.7178e-21	5.3271e+02	4.3780e-21	6.7031e+02	2.8286e-21	8.4345e+02	1.8119e-21	1.0613e+03	1.1482e-21	1.3355e+03	7.1827e-22	1.6804e+03	4.4220e-22	2.1144e+03	2.6724e-22	2.6606e+03	1.5802e-22	3.3478e+03	9.1156e-23	
0	1	1	7	3.9863e+01	4.0261e+01	1.0000e-26	5.0661e+01	1.0367e-20	6.3746e+01	1.8448e-20	8.0212e+01	2.0223e-20	1.0093e+02	1.8365e-20	1.2700e+02	1.4781e-20	1.5981e+02	1.1089e-20	2.0108e+02	7.9450e-21	2.5302e+02	5.4580e-21	3.1838e+02	3.6646e-21	4.0061e+02	2.4093e-21	5.0409e+02	1.5685e-21	6.3430e+02	1.0109e-21	7.9814e+02	6.4649e-22	1.0043e+03	4.1021e-22	1.2637e+03	2.5714e-22	1.5901e+03	1.5871e-22	2.0008e+03	9.6209e-23	2.5177e+03	5.7180e-23	3.1680e+03	3.3147e-23	3.9863e+03	1.8752e-23	
0	1	1	10	4.1684e+01	4.2101e+01	1.0000e-26	5.2976e+01	1.3327e-20	6.6660e+01	2.2280e-20	8.3878e+01	2.3716e-20	1.0554e+02	2.1038e-20	1.3281e+02	1.6613e-20	1.6711e+02	1.2301e-20	2.1027e+02	8.7091e-21	2.6459e+02	5.9262e-21	3.3293e+02	3.9527e-21	4.1892e+02	2.5837e-21	5.2713e+02	1.6758e-21	6.6329e+02	1.0769e-21	8.3462e+02	6.8634e-22	1.0502e+03	4.3411e-22	1.3215e+03	2.7122e-22	1.6628e+03	1.6675e-22	2.0923e+03	1.0063e-22	2.6327e+03	5.9565e-23	3.3128e+03	3.4346e-23	4.1684e+03	1.9331e-23	
0	1	1	14	5.1883e+01	5.2402e+01	1.0000e-26	6.5937e+01	1.0000e-26	8.2968e+01	1.2012e-19	1.0440e+02	1.2141e-20	1.3137e+02	1.4279e-20	1.6530e+02	1.1979e-20	2.0799e+02	7.9059e-21	2.6172e+02	4.6536e-21	3.2932e+02	2.5774e-21	4.1438e+02	1.3809e-21	5.2142e+02	7.2721e-22	6.5610e+02	3.7938e-22	8.2557e+02	1.9596e-22	1.0388e+03	1.0007e-22	1.3071e+03	5.0242e-23	1.6448e+03	2.4687e-23	2.0696e+03	1.1846e-23	2.6042e+03	5.5505e-24	3.2768e+03	2.5256e-24	4.1233e+03	1.1271e-24	5.1883e+03	4.9655e-25	
0	1	1	24	6.6977e+01	6.7646e+01	1.0000e-26	8.5119e+01	1.0000e-26	1.0711e+02	9.4044e-21	1.3477e+02	1.0513e-20	1.6958e+02	7.3969e-21	2.1338e+02	4.7123e-21	2.6850e+02	2.9017e-21	3.3786e+02	1.7602e-21	4.2512e+02	1.0660e-21	5.3493e+02	6.4810e-22	6.7311e+02	3.9548e-22	8.4697e+02	2.4220e-22	1.0657e+03	1.4837e-22	1.3410e+03	9.0350e-23	1.6874e+03	5.4413e-23	2.1233e+03	3.2293e-23	2.6717e+03	1.8849e-23	3.3618e+03	1.0744e-23	4.2301e+03	5.9879e-24	5.3228e+03	3.2785e-24	6.6977e+03	1.7848e-24	
0	2	1	1	2.8367e+00	2.8651e+00	7.6507e-20	3.6051e+00	5.8610e-20	4.5364e+00	1.1443e-20	5.7081e+00	4.2356e-22	7.1825e+00	1.3698e-21	9.0377e+00	4.7481e-21	1.1372e+01	7.3960e-21	1.4310e+01	8.6299e-21	1.8006e+01	8.8561e-21	2.2657e+01	8.5339e-21	2.8509e+01	7.9718e-21	3.5873e+01	7.3294e-21	4.5138e+01	6.6448e-21	5.6798e+01	5.8941e-21	7.1468e+01	5.1149e-21	8.9929e+01	4.3031e-21	1.1316e+02	3.4905e-21	1.4239e+02	2.7248e-21	1.7916e+02	2.0518e-21	2.2544e+02	1.4813e-21	2.8367e+02	1.0500e-21	
0	2	1	3	2.1647e+01	2.1864e+01	1.0948e-19	2.7511e+01	1.4890e-19	3.4618e+01	3.4380e-20	4.3559e+01	8.8318e-21	5.4811e+01	6.5967e-21	6.8968e+01	8.4755e-21	8.6782e+01	9.3922e-21	1.0920e+02	8.7267e-21	1.3740e+02	7.0965e-21	1.7290e+02	5.1996e-21	2.1755e+02	3.5300e-21	2.7375e+02	2.2463e-21	3.4446e+02	1.3629e-21	4.3343e+02	7.9540e-22	5.4539e+02	4.5192e-22	6.8626e+02	2.5075e-22	8.6352e+02	1.3604e-22	1.0866e+03	7.2159e-23	1.3672e+03	3.7303e-23	1.7204e+03	1.8748e-23	2.1647e+03	9.2049e-24	
0	2	1	4	2.2475e+01	2.2700e+01	2.9568e-18	2.8563e+01	1.2381e-18	3.5941e+01	2.9223e-19	4.5224e+01	9.2093e-20	5.6906e+01	7.8353e-20	7.1604e+01	9.9026e-20	9.0099e+01	1.0630e-19	1.1337e+02	9.6471e-20	1.4266e+02	7.7074e-20	1.7950e+02	5.5783e-20	2.2587e+02	3.7484e-20	2.8421e+02	2.3683e-20	3.5762e+02	1.4283e-20	4.5000e+02	8.3053e-21	5.6623e+02	4.7026e-21	7.1249e+02	2.6004e-21	8.9652e+02	1.4062e-21	1.1281e+03	7.4304e-22	1.4195e+03	3.8244e-22	1.7861e+03	1.9136e-22	2.2475e+03	1.0970e-22	
