1	1	2	785	  8.3854E+01  8.4693E+01  3.1536E-21  1.0657E+02  4.9026E-20  1.3410E+02  7.3121E-20  1.6873E+02  9.0858E-20  2.1232E+02  1.0243E-19  2.6716E+02  1.0646E-19  3.3616E+02  1.0338E-19  4.2299E+02  9.4970E-20  5.3225E+02  8.3430E-20  6.6973E+02  7.0673E-20  8.4272E+02  5.8092E-20  1.0604E+03  4.6549E-20  1.3343E+03  3.6479E-20  1.6789E+03  2.8014E-20  2.1126E+03  2.1103E-20  2.6583E+03  1.5593E-20  3.3449E+03  1.1287E-20  4.2089E+03  7.9817E-21  5.2961E+03  5.4863E-21  6.6641E+03  3.6330E-21  8.3854E+03  2.2797E-21
1	1	2	7	  4.2082E+01  4.2502E+01  4.7989E-20  5.3481E+01  9.2291E-19  6.7295E+01  1.2496E-18  8.4677E+01  1.3022E-18  1.0655E+02  1.2716E-18  1.3407E+02  1.2147E-18  1.6870E+02  1.1383E-18  2.1228E+02  1.0428E-18  2.6711E+02  9.3258E-19  3.3610E+02  8.1501E-19  4.2292E+02  6.9782E-19  5.3215E+02  5.8709E-19  6.6961E+02  4.8673E-19  8.4257E+02  3.9863E-19  1.0602E+03  3.2323E-19  1.3341E+03  2.5994E-19  1.6786E+03  2.0763E-19  2.1122E+03  1.6492E-19  2.6578E+03  1.3040E-19  3.3443E+03  1.0270E-19  4.2082E+03  8.0627E-20
1	1	2	9	  4.5651E+01  4.6107E+01  5.5741E-20  5.8017E+01  1.0283E-18  7.3002E+01  1.3894E-18  9.1859E+01  1.4606E-18  1.1559E+02  1.4394E-18  1.4544E+02  1.3823E-18  1.8301E+02  1.2974E-18  2.3028E+02  1.1873E-18  2.8976E+02  1.0590E-18  3.6461E+02  9.2256E-19  4.5878E+02  7.8713E-19  5.7729E+02  6.5981E-19  7.2640E+02  5.4498E-19  9.1403E+02  4.4466E-19  1.1501E+03  3.5916E-19  1.4472E+03  2.8769E-19  1.8210E+03  2.2886E-19  2.2914E+03  1.8102E-19  2.8832E+03  1.4249E-19  3.6280E+03  1.1170E-19  4.5651E+03  8.7264E-20
1	1	2	43	  5.3399E+01  5.3933E+01  4.6034E-21  6.7864E+01  7.8196E-20  8.5393E+01  1.0517E-19  1.0745E+02  1.1262E-19  1.3520E+02  1.1305E-19  1.7013E+02  1.0973E-19  2.1407E+02  1.0330E-19  2.6937E+02  9.4373E-20  3.3894E+02  8.3824E-20  4.2649E+02  7.2626E-20  5.3665E+02  6.1601E-20  6.7527E+02  5.1329E-20  8.4969E+02  4.2143E-20  1.0692E+03  3.4181E-20  1.3453E+03  2.7445E-20  1.6928E+03  2.1852E-20  2.1301E+03  1.7277E-20  2.6803E+03  1.3579E-20  3.3726E+03  1.0619E-20  4.2437E+03  8.2677E-21  5.3399E+03  6.4123E-21
1	1	2	45	  5.3465E+01  5.4000E+01  4.0177E-21  6.7948E+01  6.8202E-20  8.5499E+01  9.1725E-20  1.0758E+02  9.8237E-20  1.3537E+02  9.8629E-20  1.7034E+02  9.5736E-20  2.1434E+02  9.0135E-20  2.6970E+02  8.2342E-20  3.3936E+02  7.3135E-20  4.2702E+02  6.3362E-20  5.3732E+02  5.3742E-20  6.7611E+02  4.4778E-20  8.5075E+02  3.6763E-20  1.0705E+03  2.9816E-20  1.3470E+03  2.3939E-20  1.6949E+03  1.9060E-20  2.1327E+03  1.5069E-20  2.6836E+03  1.1843E-20  3.3768E+03  9.2612E-21  4.2490E+03  7.2103E-21  5.3465E+03  5.5919E-21
1	1	2	47	  5.3809E+01  5.4347E+01  3.6718E-20  6.8384E+01  6.2120E-19  8.6048E+01  8.3531E-19  1.0827E+02  8.9533E-19  1.3624E+02  8.9960E-19  1.7143E+02  8.7359E-19  2.1571E+02  8.2259E-19  2.7143E+02  7.5142E-19  3.4154E+02  6.6729E-19  4.2976E+02  5.7801E-19  5.4077E+02  4.9014E-19  6.8045E+02  4.0830E-19  8.5621E+02  3.3515E-19  1.0774E+03  2.7176E-19  1.3557E+03  2.1815E-19  1.7058E+03  1.7366E-19  2.1464E+03  1.3727E-19  2.7008E+03  1.0786E-19  3.3985E+03  8.4326E-20  4.2763E+03  6.5638E-20  5.3809E+03  5.0894E-20
1	1	2	54	  5.4328E+01  5.4872E+01  1.5364E-21  6.9045E+01  2.5862E-20  8.6879E+01  3.4767E-20  1.0932E+02  3.7310E-20  1.3756E+02  3.7532E-20  1.7309E+02  3.6470E-20  2.1780E+02  3.4348E-20  2.7405E+02  3.1373E-20  3.4484E+02  2.7854E-20  4.3391E+02  2.4120E-20  5.4599E+02  2.0447E-20  6.8702E+02  1.7027E-20  8.6448E+02  1.3972E-20  1.0878E+03  1.1326E-20  1.3687E+03  9.0891E-21  1.7223E+03  7.2330E-21  2.1672E+03  5.7156E-21  2.7269E+03  4.4899E-21  3.4313E+03  3.5091E-21  4.3176E+03  2.7306E-21  5.4328E+03  2.1165E-21
1	1	2	60	  5.4800E+01  5.5348E+01  9.4463E-21  6.9645E+01  1.5829E-19  8.7634E+01  2.1274E-19  1.1027E+02  2.2855E-19  1.3875E+02  2.3015E-19  1.7459E+02  2.2377E-19  2.1969E+02  2.1079E-19  2.7643E+02  1.9251E-19  3.4784E+02  1.7088E-19  4.3768E+02  1.4793E-19  5.5074E+02  1.2537E-19  6.9299E+02  1.0437E-19  8.7199E+02  8.5621E-20  1.0972E+03  6.9388E-20  1.3806E+03  5.5669E-20  1.7373E+03  4.4289E-20  2.1860E+03  3.4989E-20  2.7506E+03  2.7478E-20  3.4611E+03  2.1470E-20  4.3551E+03  1.6701E-20  5.4800E+03  1.2942E-20
1	1	2	71	  5.7146E+01  5.7717E+01  3.2707E-21  7.2626E+01  5.3621E-20  9.1385E+01  7.1998E-20  1.1499E+02  7.7764E-20  1.4469E+02  7.8705E-20  1.8206E+02  7.6737E-20  2.2909E+02  7.2338E-20  2.8827E+02  6.6037E-20  3.6273E+02  5.8554E-20  4.5642E+02  5.0622E-20  5.7431E+02  4.2840E-20  7.2265E+02  3.5616E-20  9.0931E+02  2.9177E-20  1.1442E+03  2.3615E-20  1.4397E+03  1.8921E-20  1.8116E+03  1.5034E-20  2.2796E+03  1.1862E-20  2.8684E+03  9.3039E-21  3.6093E+03  7.2601E-21  4.5415E+03  5.6400E-21  5.7146E+03  4.3641E-21
1	1	2	135	  6.2257E+01  6.2879E+01  2.0048E-21  7.9121E+01  3.1481E-20  9.9558E+01  4.2217E-20  1.2527E+02  4.6118E-20  1.5763E+02  4.7148E-20  1.9835E+02  4.6203E-20  2.4958E+02  4.3597E-20  3.1405E+02  3.9741E-20  3.9517E+02  3.5144E-20  4.9724E+02  3.0288E-20  6.2567E+02  2.5549E-20  7.8728E+02  2.1172E-20  9.9064E+02  1.7291E-20  1.2465E+03  1.3952E-20  1.5685E+03  1.1146E-20  1.9736E+03  8.8301E-21  2.4834E+03  6.9464E-21  3.1249E+03  5.4317E-21  3.9320E+03  4.2252E-21  4.9477E+03  3.2715E-21  6.2257E+03  2.5225E-21
1	1	2	1237	  1.0385E+02  1.0489E+02  4.2148E-22  1.3198E+02  5.5345E-21  1.6607E+02  7.6990E-21  2.0897E+02  9.1293E-21  2.6294E+02  9.8324E-21  3.3086E+02  9.7984E-21  4.1632E+02  9.1918E-21  5.2386E+02  8.2355E-21  6.5917E+02  7.1258E-21  8.2943E+02  6.0034E-21  1.0437E+03  4.9543E-21  1.3133E+03  4.0226E-21  1.6525E+03  3.2240E-21  2.0793E+03  2.5568E-21  2.6164E+03  2.0100E-21  3.2922E+03  1.5685E-21  4.1426E+03  1.2161E-21  5.2126E+03  9.3760E-22  6.5590E+03  7.1914E-22  8.2532E+03  5.4892E-22  1.0385E+04  4.1705E-22
1	1	2	1343	  1.0948E+02  1.1057E+02  2.0503E-21  1.3913E+02  2.6706E-20  1.7507E+02  3.7533E-20  2.2029E+02  4.4968E-20  2.7719E+02  4.8685E-20  3.4879E+02  4.8590E-20  4.3888E+02  4.5566E-20  5.5225E+02  4.0780E-20  6.9489E+02  3.5242E-20  8.7438E+02  2.9660E-20  1.1002E+03  2.4459E-20  1.3844E+03  1.9853E-20  1.7420E+03  1.5914E-20  2.1920E+03  1.2627E-20  2.7582E+03  9.9362E-21  3.4706E+03  7.7642E-21  4.3671E+03  6.0308E-21  5.4951E+03  4.6598E-21  6.9144E+03  3.5835E-21  8.7004E+03  2.7437E-21  1.0948E+04  2.0920E-21
1	1	2	6	  4.1966E+01  4.2386E+01  2.4057E-19  5.3334E+01  4.6330E-18  6.7110E+01  6.2736E-18  8.4445E+01  6.5356E-18  1.0626E+02  6.3801E-18  1.3370E+02  6.0933E-18  1.6824E+02  5.7101E-18  2.1169E+02  5.2314E-18  2.6637E+02  4.6786E-18  3.3518E+02  4.0893E-18  4.2176E+02  3.5017E-18  5.3070E+02  2.9465E-18  6.6777E+02  2.4431E-18  8.4026E+02  2.0012E-18  1.0573E+03  1.6229E-18  1.3304E+03  1.3053E-18  1.6740E+03  1.0428E-18  2.1064E+03  8.2841E-19  2.6505E+03  6.5509E-19  3.3352E+03  5.1604E-19  4.1966E+03  4.0520E-19
1	1	2	42	  5.3332E+01  5.3865E+01  3.3263E-20  6.7779E+01  5.6540E-19  8.5286E+01  7.6046E-19  1.0731E+02  8.1420E-19  1.3503E+02  8.1720E-19  1.6991E+02  7.9310E-19  2.1380E+02  7.4666E-19  2.6903E+02  6.8212E-19  3.3852E+02  6.0589E-19  4.2595E+02  5.2497E-19  5.3598E+02  4.4530E-19  6.7442E+02  3.7106E-19  8.4862E+02  3.0466E-19  1.0678E+03  2.4712E-19  1.3436E+03  1.9842E-19  1.6907E+03  1.5799E-19  2.1274E+03  1.2492E-19  2.6769E+03  9.8188E-20  3.3684E+03  7.6787E-20  4.2384E+03  5.9787E-20  5.3332E+03  4.6372E-20
1	1	2	44	  5.3413E+01  5.3948E+01  1.0771E-20  6.7882E+01  1.8294E-19  8.5416E+01  2.4604E-19  1.0748E+02  2.6348E-19  1.3524E+02  2.6450E-19  1.7017E+02  2.5672E-19  2.1413E+02  2.4170E-19  2.6944E+02  2.2080E-19  3.3903E+02  1.9612E-19  4.2661E+02  1.6992E-19  5.3680E+02  1.4412E-19  6.7545E+02  1.2009E-19  8.4992E+02  9.8596E-20  1.0695E+03  7.9969E-20  1.3457E+03  6.4208E-20  1.6933E+03  5.1123E-20  2.1307E+03  4.0420E-20  2.6810E+03  3.1768E-20  3.3735E+03  2.4843E-20  4.2449E+03  1.9342E-20  5.3413E+03  1.5001E-20
1	1	2	56	  5.4329E+01  5.4873E+01  6.1903E-21  6.9046E+01  1.0420E-19  8.6881E+01  1.4008E-19  1.0932E+02  1.5033E-19  1.3756E+02  1.5122E-19  1.7309E+02  1.4694E-19  2.1780E+02  1.3839E-19  2.7406E+02  1.2640E-19  3.4485E+02  1.1223E-19  4.3392E+02  9.7180E-20  5.4600E+02  8.2381E-20  6.8703E+02  6.8604E-20  8.6449E+02  5.6294E-20  1.0878E+03  4.5634E-20  1.3688E+03  3.6621E-20  1.7223E+03  2.9142E-20  2.1672E+03  2.3029E-20  2.7270E+03  1.8090E-20  3.4314E+03  1.4139E-20  4.3177E+03  1.1002E-20  5.4329E+03  8.5275E-21
